신호등_index,관리번호,관할구,주소,X좌표,Y좌표,교통사고,label,smart_label
267,03-0000012905,강남구,강남구 대치동 316 대,205569.325,543902.6812,574.8591727,0,0.320497966
268,03-0000054346,강남구,강남구 대치동 316 대,205572.1954,543907.8845,578.9812615,0,0.291655246
269,03-0000054348,강남구,강남구 대치동 316 대,205609.7579,543920.6345,618.5794326,0,0.310469076
270,03-0000034537,강남구,강남구 대치동 316 대,205621.5781,543891.4375,622.9679588,0,0.314155683
271,03-0000054350,강남구,강남구 대치동 316 대,205616.1125,543869.8937,613.2570819,0,0.387646398
272,03-0000048362,강남구,강남구 도곡동 950-2 대,203049.5,542785.6312,797.8526822,1,0.75149757
273,03-0000013924,강남구,강남구 신사동 638-13 대,202964.8375,547388.5062,1391.150219,0,0.484992915
274,03-0000034734,강남구,강남구 신사동 638-13 대,202932.2944,547388.1825,1423.578167,0,0.513224063
275,03-0000013921,강남구,강남구 신사동 634-8 대,202952.5221,547082.3384,1208.786332,1,0.570874877
276,03-0000013918,강남구,강남구 신사동 634-5 대,202922.3346,547067.7134,1187.70431,1,0.584255694
277,03-0000029665,강남구,강남구 도곡동 792-7 대,203127.4333,543460.7895,278.6525674,1,0.626586904
278,03-0000079405,강남구,강남구 도곡동 858-19 도,203097.4553,543444.4292,310.896339,1,0.622814196
279,03-0000044511,강남구,강남구 청담동 495 도,203549.68,547377.3562,807.8223775,0,0.320168335
280,03-0000012360,강남구,강남구 역삼동 695-31 대,204044.6848,544914.1482,1452.321288,1,0.485833147
281,03-0000034429,강남구,강남구 역삼동 696-44 도,204049.6621,544879.1142,1434.196651,1,0.390713333
282,03-0000075022,강남구,강남구 역삼동 698-27 대,203788.7726,544824.6136,1201.556445,1,0.56747737
283,03-0000029647,강남구,강남구 역삼동 711-2 대,203835.2852,544279.4637,890.5143387,0,0.553067812
284,03-0000012730,강남구,강남구 역삼동 711-1 대,203849.3227,544268.5512,887.9574437,0,0.564461237
285,03-0000013253,강남구,강남구 수서동 708 대,208871.1946,543076.7859,460.5251593,0,0.46551249
286,03-0000013252,강남구,강남구 수서동 708 대,208852.9249,543071.6009,479.2508222,0,0.41969962
287,03-0000054307,강남구,강남구 도곡동 174-41 철,203995.4745,542741.7814,962.7563845,1,0.561738741
288,03-0000013869,강남구,강남구 도곡동 180-3전,203974.0282,542750.793,942.5268274,1,0.565718041
289,03-0000012838,강남구,강남구 역삼동 792-74 대,203263.3043,543539.0198,145.0211203,1,0.378710979
290,03-0000012836,강남구,강남구 도곡동 792-77 도,203274.9741,543517.5773,129.3172944,1,0.374315218
291,03-0000012841,강남구,강남구 역삼동 840-14 대,203099.273,543493.7833,304.006421,1,0.599544837
292,03-0000082071,강남구,강남구 개포동 155 학,205513.1375,542583.2562,1274.333769,0,0.310328007
293,03-0000013986,강남구,강남구 청담동 116 대,204152.25,547206.5437,213.9503328,1,0.553042769
294,03-0000012606,강남구,강남구 도곡동 543-3 주,203660.4953,543337.6672,304.6538131,1,0.625173629
295,03-0000052535,강남구,강남구 삼성동 167 대,205553.5471,545509.6807,585.920153,1,0.695687081
296,03-0000052534,강남구,강남구 삼성동 167 대,205556.5915,545497.8384,597.7638036,1,0.725717172
297,03-0000081507,강남구,강남구 포이동 1279천,204067.2986,542131.1501,1522.159357,0,0.537909173
298,03-0000081505,강남구,강남구 포이동 1279-2도,204078.1736,542117.4626,1539.224819,0,0.541660652
299,03-0000027667,강남구,강남구 대치동 983-2 대,205711.4961,544527.1754,1040.378319,0,0.671606846
300,03-0000027669,강남구,강남구 대치동 983-5 대,205712.85,544502.6312,1023.232955,0,0.687194965
301,03-0000012440,강남구,강남구 포이동 1279천,203961.8875,542087.6562,1519.574986,1,0.702832131
302,03-0000049114,강남구,강남구 일원동 666-11 공,207341.4563,543057.2875,1957.203164,0,0.356570409
303,03-0000014150,강남구,강남구 일원동 702-4 도,207340.2627,543025.9825,1962.132052,0,0.342954294
304,03-0000045079,강남구,강남구 대치동 633-7 대,204904.1625,543528.5437,252.0536434,1,0.76211395
305,03-0000045080,강남구,강남구 도곡동 670 대,204881.8295,543518.5952,271.1727072,1,0.727816232
306,03-0000012694,강남구,강남구 압구정동 497 공,203474.078,547648.1684,950.7590996,0,0.433987011
307,03-0000050456,강남구,강남구 청담동 106-22 대,204448.0108,547251.8613,100.9991209,0,0.390382138
308,03-0000050457,강남구,강남구 청담동 110-3 대,204443.9125,547213,115.6568622,0,0.395706081
309,03-0000013706,강남구,강남구 삼성동 89-6 대,205285.1692,546099.4767,269.6565827,0,0.613841097
310,03-0000013632,강남구,강남구 삼성동 73 종,204964.6972,545991.604,599.1943227,1,0.54049733
311,03-0000012716,강남구,강남구 역삼동 718-12 대,203395.4517,544286.4563,556.698149,1,0.62914455
312,03-0000013356,강남구,강남구 압구정동 374-1천,202208.7902,547946.5472,2029.08314,0,0.272503595
313,03-0000044507,강남구,강남구 압구정동 435 도,202170.9281,547926.2783,1993.427706,0,0.263891477
314,03-0000012575,강남구,강남구 역삼동 827-28 대,202683.5734,543752.1463,338.483873,1,0.657901158
315,03-0000012577,강남구,강남구 역삼동 827-17 대,202681.5956,543733.3376,353.3306319,1,0.684038158
316,03-0000034405,강남구,강남구 역삼동 827-19 대,202680.6461,543712.7986,369.1682858,1,0.653162947
317,03-0000034469,강남구,강남구 역삼동 827-15 대,202661.5816,543756.6999,351.3984314,1,0.65508449
318,03-0000053108,강남구,강남구 신사동 433 대,202151.5418,547278.5757,1438.670191,1,0.542887212
319,03-0000014440,강남구,강남구 대치동 510 학,205688.4695,543626.7341,687.0626343,0,0.474219229
320,03-0000059513,강남구,강남구 역삼동 691-24 대,203753.6565,544822.7901,1175.24353,1,0.552871309
321,03-0000058136,강남구,강남구 역삼동 691-26 대,203755.3026,544807.4366,1165.592973,1,0.564999475
322,03-0000083814,강남구,강남구 대치동 995 도,205748.95,544677.4687,1179.228903,0,0.284978098
323,03-0000083811,강남구,강남구 대치동 995 도,205747.5481,544655.6304,1161.350009,0,0.194281773
324,03-0000083810,강남구,강남구 대치동 995 도,205738.05,544659.6687,1158.519457,0,0.187840097
325,03-0000013609,강남구,강남구 삼성동 172-35 도,204947.8519,545454.5858,882.7694623,0,0.641245953
326,03-0000013608,강남구,강남구 삼성동 172-75 도,204949.6626,545439.2399,892.7466402,0,0.621511597
327,03-0000013616,강남구,강남구 삼성동 172-75 도,204921.3299,545420.2696,925.9330786,0,0.583445798
328,03-0000013615,강남구,강남구 삼성동 172-35 도,204917.0341,545440.3739,914.3648849,0,0.611907037
329,03-0000013612,강남구,강남구 삼성동 148-14 대,204938.6426,545459.2502,885.7695498,1,0.632671991
330,03-0000014114,강남구,강남구 대치동 633 대,205133.0625,543651.7479,158.2925943,1,0.638827824
331,03-0000014112,강남구,강남구 대치동 1027 대,205147.7656,543623.5313,188.2618939,1,0.641895784
332,03-0000047512,강남구,강남구 청담동 340-2도,204892.144,547083.568,575.8575123,1,0.58650155
333,03-0000012778,강남구,강남구 역삼동 858-13 도,202882.5909,544014.7759,48.05394135,0,0.241226147
334,03-0000054333,강남구,강남구 논현동 649-9 공,203015.0375,546875.2312,1028.28108,1,0.526817962
335,03-0000013391,강남구,강남구 논현동 649-9 공,202984.875,546872.1812,1015.541916,1,0.542052496
336,03-0000054335,강남구,강남구 논현동 649-9 공,202978.2258,546869.583,1011.002262,1,0.543502975
337,03-0000054329,강남구,강남구 신사동 649-9 공,202971.537,546914.4384,1051.793652,1,0.564336254
338,03-0000012935,강남구,강남구 논현동 280 도,202362.6578,545907.9284,303.3440793,1,0.46066746
339,03-0000012889,강남구,강남구 논현동 29-1 대,202362.833,545931.38,304.0690582,1,0.45497732
340,03-0000013653,강남구,강남구 대치동 1011 도,205128.6083,545014.151,1162.397563,1,0.648540474
341,03-0000047418,강남구,강남구 도곡동 466-3 도,204750.8293,543055.9181,747.3973035,0,0.178359975
342,03-0000044303,강남구,강남구 신사동 609 대,202518.6,547131.2687,1232.117513,0,0.430991549
343,03-0000044305,강남구,강남구 신사동 610-3 대,202491.6625,547132.2062,1236.557714,0,0.458574118
344,03-0000013840,강남구,강남구 청담동 60 대,204392.5668,546738.5336,546.1746104,1,0.656640013
345,03-0000048963,강남구,강남구 율현동 707-1제,210632.065,541141.9504,1684.059786,1,0.949480012
346,03-0000048970,강남구,강남구 율현동 707-1제,210647.5461,541123.9235,1703.627983,1,0.945730012
347,03-0000042410,강남구,강남구 도곡동 467-29 대,204589.9364,543144.9731,743.2062778,0,0.265563661
348,03-0000042409,강남구,강남구 도곡동 467-29 대,204589.9364,543144.9731,743.2062778,0,0.265563661
349,03-0000019445,강남구,강남구 논현동 71-2 대,202934.2875,546154.4937,364.329959,1,0.765737916
350,03-0000019444,강남구,강남구 논현동 71-2 대,202936.9136,546126.7345,348.1923899,1,0.771969248
351,03-0000013265,강남구,강남구 논현동 104-29 대,203392.0065,546331.5599,840.5269631,1,0.677663997
352,03-0000034604,강남구,강남구 논현동 109-19 대,203392.4696,546303.0386,826.9284872,1,0.649122744
353,03-0000037931,강남구,강남구 신사동 668-18 도,202496.235,546716.0938,825.7338549,0,0.425238735
354,03-0000037932,강남구,강남구 신사동 668-18 도,202496.235,546716.0938,825.7338549,0,0.425238735
355,03-0000013017,강남구,강남구 논현동 115-14 대,203117.1094,545952.8676,453.333256,1,0.691481057
356,03-0000034792,강남구,강남구 도곡동 760-7 대,204123.7692,543831.7371,792.9320851,1,0.650230078
357,03-0000014490,강남구,강남구 역삼동 759-1 대,204139.0242,543892.6646,833.6648559,1,0.624887387
358,03-0000014474,강남구,강남구 일원동 12 대,206762.3147,543700.7651,1749.573582,1,0.79717195
359,03-0000034547,강남구,강남구 압구정동 433 대,201989.2791,547203.6449,1280.809112,0,0.183886278
360,03-0000012967,강남구,강남구 압구정동 433 대,201989.2791,547203.6449,1280.809112,0,0.183886278
361,03-0000012960,강남구,강남구 신사동 433 대,201962.8885,547157.6999,1228.083815,0,0.235830446
362,03-0000012965,강남구,강남구 압구정동 433 대,201955.8163,547181.0114,1243.048825,0,0.24341379
363,03-0000029693,강남구,강남구 압구정동 420 도,201963.7646,547193.881,1258.153476,0,0.222619071
364,03-0000053110,강남구,강남구 삼성동 30-33 대,204122.8964,546510.6122,805.839707,1,0.604484206
365,03-0000053114,강남구,강남구 삼성동 30-33 대,204115.8513,546501.4469,816.6402612,1,0.638530242
366,03-0000053111,강남구,강남구 삼성동 28-20 대,204097.7513,546503.9478,819.6788796,1,0.622253871
367,03-0000012223,강남구,강남구 청담동 114-11 대,204186.7585,547223.1815,175.8002693,1,0.569278312
368,03-0000014468,강남구,강남구 개포동 12 대,206725.781,543700.4314,1713.068947,1,0.772931034
369,03-0000029933,강남구,강남구 개포동 12 대,206742.901,543701.986,1730.131273,1,0.798284139
370,03-0000012974,강남구,강남구 청담동 77-51 도,203888.0828,546484.4828,923.6686908,1,0.579493446
371,03-0000013009,강남구,강남구 삼성동 27 학,203891.8068,546459.2142,943.7827499,1,0.536643863
372,03-0000013396,강남구,강남구 신사동 649-9 공,203000.2125,546919.7687,1065.538622,1,0.56066009
373,03-0000054331,강남구,강남구 신사동 649-9 공,203007.3875,546920.3125,1068.326098,1,0.546428632
374,03-0000042622,강남구,강남구 도곡동 944-4 대,202934.3734,543044.8361,653.9877278,1,0.633717319
375,03-0000042620,강남구,강남구 도곡동 942-9 대,202915.8647,543048.2687,665.0403757,1,0.658808264
376,03-0000042619,강남구,강남구 도곡동 942-9 대,202915.8647,543048.2687,665.0403757,1,0.658808264
377,03-0000028760,강남구,강남구 청담동 31-2 대,204233.2472,546563.5194,729.4110891,1,0.652828315
378,03-0000066161,강남구,강남구 청담동 66-4 공,204442.725,546622.4937,666.905951,1,0.816308005
379,03-0000013838,강남구,강남구 청담동 66-4 공,204464.2919,546614.7018,677.8636705,1,0.809431395
380,03-0000013829,강남구,강남구 삼성동 66 공,204464.5694,546570.6057,721.4307123,1,0.777592331
381,03-0000013753,강남구,강남구 삼성동 66 공,204439.7093,546569.8183,718.7530631,1,0.774066932
382,03-0000029807,강남구,강남구 삼성동 66 공,204424.6625,546576.2437,710.680344,1,0.773767959
383,03-0000013851,강남구,강남구 청담동 77-41 도,204418.9136,546619.7616,666.8039282,1,0.79782045
384,03-0000013834,강남구,강남구 삼성동 66-3 공,204634.2004,546624.5729,716.5387152,1,0.654662913
385,03-0000013371,강남구,강남구 삼성동 111-44 도,204547.0796,546314.3691,988.2758737,1,0.678270683
386,03-0000013477,강남구,강남구 청담동 505 공,203881.138,547513.9208,524.3471545,1,0.609829682
387,03-0000044445,강남구,강남구 청담동 146 도,203882.4596,547487.6885,512.1333301,1,0.594963454
388,03-0000013369,강남구,강남구 세곡동 113도,209542.6125,540578.6937,2419.194201,0,0.442041804
389,03-0000013263,강남구,강남구 대치동 65대,206197.5494,544140.8606,1245.054624,1,0.853923731
390,03-0000054337,강남구,강남구 대치동 5-3도,206212.1,544103.4437,1247.956965,1,0.864103819
391,03-0000013445,강남구,강남구 개포동 688 대,206671.1154,542936.1723,1849.004173,0,0.102359672
392,03-0000029763,강남구,강남구 개포동 688 대,206671.1154,542936.1723,1849.004173,0,0.102359672
393,03-0000013346,강남구,강남구 논현동 279-5 도,203490.9904,546917.1986,935.5681614,0,0.524870107
394,03-0000070671,강남구,강남구 삼성동 159-9 대,205218.2535,545367.4508,802.1612213,1,0.693090937
395,03-0000019924,강남구,강남구 일원동 702-4 도,207317.025,543017.8062,1986.228826,0,0.33089306
396,03-0000045166,강남구,강남구 대치동 931-21 대,205188.3676,544290.2457,562.4852345,1,0.655085255
397,03-0000012871,강남구,강남구 신사동 476 도,202954.1569,547720.9396,1464.776858,1,0.591321051
398,03-0000013109,강남구,강남구 역삼동 725-76 도,203481.0323,544026.5442,531.4743207,0,0.624175169
399,03-0000013111,강남구,강남구 역삼동 725-47 대,203493.0375,544047.3312,553.8657596,1,0.660589309
400,03-0000034575,강남구,강남구 역삼동 725-48 대,203488.6625,544064.4562,569.4946712,1,0.647985614
401,03-0000013114,강남구,강남구 역삼동 725-48 대,203479.5125,544063.6687,560.3201097,1,0.668141375
402,03-0000034576,강남구,강남구 역삼동 725-58 대,203448.0375,544044.5062,526.8198756,1,0.658364834
403,03-0000013117,강남구,강남구 역삼동 725-57 대,203455.1142,544028.68,530.4266427,1,0.680497052
404,03-0000013116,강남구,강남구 역삼동 725-56 대,203465.1,544029.7437,532.5533982,1,0.66114831
405,03-0000056331,강남구,강남구 대치동 142-36 대,204411.7123,544829.907,1231.423363,1,0.704329156
406,03-0000056333,강남구,강남구 대치동 889-45 대,204411.0301,544845.8303,1245.669194,1,0.686090802
407,03-0000056335,강남구,강남구 역삼동 805-10 도,204387.3012,544821.5943,1236.362888,0,0.647060231
408,03-0000013163,강남구,강남구 개포동 652 대,204776.8778,542434.1345,1342.50035,1,0.562414993
409,03-0000014143,강남구,강남구 일원동 621 공,207228.2763,543307.6504,2058.367777,1,0.776932434
410,03-0000014148,강남구,강남구 일원동 621 공,207209.3032,543309.7379,2077.371496,1,0.789290998
411,03-0000029679,강남구,강남구 신사동 480 공,203005.9186,547718.4069,1414.683899,1,0.556676982
412,03-0000034530,강남구,강남구 압구정동 480 공,203019.7481,547762.7412,1415.925628,1,0.538214197
413,03-0000012866,강남구,강남구 압구정동 476 도,202972.0919,547775.6239,1465.134054,1,0.513032335
414,03-0000013015,강남구,강남구 논현동 279-132 도,203148.9405,545964.3452,486.2143871,1,0.679633608
415,03-0000012760,강남구,강남구 대치동 1013-2 학,204814.4596,543767.4377,199.4917612,1,0.468403696
416,03-0000012757,강남구,강남구 도곡동 888 대,204788.7596,543766.7377,225.1159129,1,0.451419261
417,03-0000014192,강남구,강남구  186-5천,205872.874,545634.8323,559.8916991,1,0.691012198
418,03-0000014552,강남구,강남구 대치동 996-16 대,205736.0804,545116.3861,995.8523378,0,0.517866159
419,03-0000061838,강남구,강남구 대치동 996-15 대,205762.8154,545136.35,981.5449748,1,0.528628553
420,03-0000029900,강남구,강남구 대치동 1000-7 대,205775.4375,545033.7625,1084.517947,1,0.615416468
421,03-0000034803,강남구,강남구 대치동 1000-12 대,205759.6406,545039.7187,1075.566988,1,0.60727434
